# %ECSV 0.9
# ---
# datatype:
# - {name: lowAmp, datatype: float64}
# - {name: highAmp, datatype: float64}
# - {name: semimajor, datatype: float64}
# - {name: semiminor, datatype: float64}
# - {name: meanx, datatype: float64}
# - {name: meany, datatype: float64}
# - {name: angle, datatype: float64}
# meta: !!omap
# - {comment: 'W2-W4; Number of bins: 15; Stars per bin: 58148'}
lowAmp highAmp semimajor semiminor meanx meany angle
1.7928826862e-06 8173.50997613 1.17341013743 1.16226251077 0.0282572158693 -0.0304368452239 73.1333796868
8173.53247269 9703.84456739 1.04872147139 1.03460314675 0.0178273432559 -0.0338630700741 104.638812396
9703.86154984 10897.7390477 0.986444165713 0.960811589428 0.0239143196556 -0.0442602471303 90.506826188
10897.7782341 11957.8516396 0.934046092712 0.908546129866 0.0207996661039 -0.0383183309747 82.705337069
11957.8815849 12965.6006238 0.882938692657 0.857482261266 0.0155577311381 -0.060431043444 83.0176520338
12965.6105786 13981.8882935 0.83926577891 0.815838148801 0.0157877578291 -0.0568936974931 78.9969891885
13981.911071 15028.7158725 0.800626086318 0.773523985433 0.00994495589315 -0.0699779951587 75.0548943578
15028.7445784 16158.2703566 0.760357000524 0.730734379532 0.0076652089837 -0.0601422874029 86.5360554793
16158.3040723 17402.532332 0.724328418666 0.694715367143 0.0142697606234 -0.0661898227022 81.8710870533
17402.5622456 18849.4101241 0.679882012969 0.650453574225 0.0089563708466 -0.0700753864592 67.7628933689
18849.4380014 20637.3704275 0.64595692408 0.613807551488 0.0125272896862 -0.0696344024265 77.0708825867
20637.3778829 23093.2831539 0.601606074331 0.566585560294 0.0133865338979 -0.0666700635054 72.3389528397
23093.3899319 27204.1695895 0.556838045887 0.517083959562 0.0135692453066 -0.0654687115499 80.2822370641
27204.1914357 37757.247707 0.486213380623 0.434820251468 0.0162003074718 -0.0694659979168 71.4567842409
37757.5905391 10000000.0 0.372275466401 0.317979739877 0.017278290699 -0.0699989006543 79.1529371513
