# %ECSV 0.9
# ---
# datatype:
# - {name: lowAmp, datatype: float64}
# - {name: highAmp, datatype: float64}
# - {name: semimajor, datatype: float64}
# - {name: semiminor, datatype: float64}
# - {name: meanx, datatype: float64}
# - {name: meany, datatype: float64}
# - {name: angle, datatype: float64}
# meta: !!omap
# - {comment: 'W3-W4; Number of bins: 10; Stars per bin: 87221'}
lowAmp highAmp semimajor semiminor meanx meany angle
1.7928826862e-06 9004.90345661 1.12132660338 1.10757335158 0.00661754754588 0.00101226714368 93.9697174269
9004.93132181 10897.6960838 0.98688847673 0.968047732066 0.00957626837552 -0.00125901222908 97.0913798194
10897.7069537 12462.983943 0.905720648578 0.878477515868 0.00497142085294 -0.00499550378824 94.8159380772
12462.9883124 13981.8769172 0.831498832305 0.811144301413 0.00656446361433 -0.011036701168 96.7775009549
13981.8793557 15582.6849825 0.765282959291 0.744252626437 0.0022387537259 -0.0173846413365 93.7444898148
15582.6889766 17402.4576755 0.704176210437 0.674661079889 0.0047768496857 -0.0147748588581 98.7659529609
17402.5291012 19684.4286338 0.63606248088 0.619508227667 0.000899977821852 -0.0202714330056 87.5966527021
19684.4368882 23093.1584372 0.562282957764 0.540110274995 0.00507087747867 -0.0181831550981 90.003999209
23093.2831539 30916.8905419 0.455847590124 0.434251625583 0.00451622954541 -0.0189081408904 88.7182493451
30916.9864043 10000000.0 0.26091855025 0.242591287722 0.00720074260288 -0.0234648783934 90.2498425454
