# %ECSV 0.9
# ---
# datatype:
# - {name: lowAmp, datatype: float64}
# - {name: highAmp, datatype: float64}
# - {name: semimajor, datatype: float64}
# - {name: semiminor, datatype: float64}
# - {name: meanx, datatype: float64}
# - {name: meany, datatype: float64}
# - {name: angle, datatype: float64}
# meta: !!omap
# - {comment: 'W3-W4; Number of bins: 14; Stars per bin: 62301'}
lowAmp highAmp semimajor semiminor meanx meany angle
1.7928826862e-06 8306.05206958 1.14674437389 1.13513956881 0.00861804711299 0.00151727716329 92.6735274293
8306.1504227 9887.46784938 1.02924387158 1.01209922764 0.00395397070283 0.00338821262982 96.7871049907
9887.49527263 11129.4986128 0.960586595292 0.940419305795 0.0122962345075 -0.00300861102301 92.7069500186
11129.6354307 12247.3133753 0.908663627304 0.878276182764 0.0039649282709 -0.00672277260931 96.8019167858
12247.3374142 13325.8564867 0.85136252747 0.826820320932 0.0043674402841 -0.0126840354024 97.9510372904
13325.8932773 14418.7600449 0.802685419159 0.78329758372 0.0051672551023 -0.0124204588485 91.5406838434
14418.7772475 15582.7421456 0.754045393419 0.735004177119 0.00359203582039 -0.0172082182819 96.7694489379
15582.7596777 16848.2073408 0.713639974637 0.680758462023 0.00443084913147 -0.0172259145707 99.10289698
16848.2144147 18301.8955518 0.666168621953 0.64920547674 -0.000811153626508 -0.0125776059099 89.8890009768
18301.9190927 20075.8728066 0.614939982888 0.596077523771 0.00554023998856 -0.0232868613764 92.2366562966
20075.9290277 22491.8477988 0.563627142345 0.541814664398 0.0050887156408 -0.018112270995 87.4824582672
22491.8656938 26420.5789188 0.493335736317 0.470421105049 0.00332864939913 -0.0184214673397 93.8616708383
26420.7274889 36448.958892 0.382330686968 0.363690345977 0.00617590978772 -0.0202779056681 82.7900713848
36449.4117784 10000000.0 0.225996581918 0.20451958279 0.00769328270656 -0.0239323145258 90.4876980818
