# %ECSV 0.9
# ---
# datatype:
# - {name: lowAmp, datatype: float64}
# - {name: highAmp, datatype: float64}
# - {name: semimajor, datatype: float64}
# - {name: semiminor, datatype: float64}
# - {name: meanx, datatype: float64}
# - {name: meany, datatype: float64}
# - {name: angle, datatype: float64}
# meta: !!omap
# - {comment: 'W1-W4; Number of bins: 18; Stars per bin: 48457'}
lowAmp highAmp semimajor semiminor meanx meany angle
1.7928826862e-06 7841.51783754 1.19907718218 1.1899422854 0.033102247945 -0.0176637459002 83.6566087499
7841.55926194 9251.13713744 1.0920703918 1.07406014211 0.0100459226059 -0.0196610415661 106.654754119
9251.18342876 10329.4839594 1.02431058972 0.999619404697 0.0303016335612 -0.0295337923908 92.8690093278
10329.5151566 11258.1424917 0.986116957544 0.959239093767 0.0236657848081 -0.0274853307596 89.4437671664
11258.2191627 12128.0844604 0.949671314502 0.913247931919 0.0167178687727 -0.0327537448952 86.8207663858
12128.1017918 12965.5771257 0.900970117644 0.868155344762 0.021008328945 -0.0469932651071 87.7763769875
12965.5932481 13807.9085816 0.868274553229 0.839415211313 0.0199602444127 -0.0441808462244 79.4839748028
13807.9090784 14670.0573558 0.832470950579 0.806773750373 0.013179889844 -0.0529013434757 76.3804159123
14670.0616157 15582.6889766 0.798403663077 0.769988850787 0.0114916709808 -0.0543691638515 81.5803028492
15582.7421456 16554.4857556 0.77064523819 0.73501924978 0.00983028145166 -0.0527787440452 91.5084618508
16554.4866945 17626.2388399 0.740638597507 0.710799915218 0.0147646384824 -0.0498683373406 86.1161750355
17626.3225607 18849.3264835 0.702185898998 0.663922712801 0.013286571978 -0.0612804424967 75.9054398888
18849.4101241 20310.2535433 0.675282922977 0.646713169445 0.0166868149372 -0.0578249030676 78.7546855953
20310.2667961 22177.9135632 0.646254529238 0.611466933245 0.0142997284803 -0.054060515816 77.509831159
22177.985291 24813.4561373 0.606721926399 0.566627191191 0.015622610947 -0.0558816092959 82.5145174195
24813.5055048 29445.9393137 0.565458224944 0.524243403116 0.0191368202193 -0.0526944257523 78.4264096807
29446.0944097 41477.7861416 0.516671214351 0.462709729247 0.0196993326423 -0.0589095418961 82.4146475895
41478.8602603 10000000.0 0.394053709453 0.350769745827 0.0221094181257 -0.0565989914554 74.5046464736
