# %ECSV 0.9
# ---
# datatype:
# - {name: lowAmp, datatype: float64}
# - {name: highAmp, datatype: float64}
# - {name: semimajor, datatype: float64}
# - {name: semiminor, datatype: float64}
# - {name: meanx, datatype: float64}
# - {name: meany, datatype: float64}
# - {name: angle, datatype: float64}
# meta: !!omap
# - {comment: 'W1-W4; Number of bins: 23; Stars per bin: 37923'}
lowAmp highAmp semimajor semiminor meanx meany angle
1.7928826862e-06 7422.19773959 1.21602101676 1.20749903676 0.0337391409622 -0.0193029788583 88.8592545021
7422.20615352 8701.79723327 1.11943450928 1.10473643819 0.0133874611434 -0.0166818724357 77.3455666702
8701.82994725 9647.21865274 1.05765989178 1.03202738472 0.021694182501 -0.0226785669484 114.979222701
9647.21978348 10455.3053292 1.01385200537 0.986602766166 0.0283677859482 -0.0328049483027 93.610335184
10455.3058157 11179.6683109 0.984378489503 0.956083679869 0.0251994474377 -0.0261055037514 81.6645603888
11179.6793171 11868.7035876 0.961619303641 0.918597517097 0.0188970655799 -0.0273998336083 93.0853656316
11868.7371481 12527.2369495 0.915189253269 0.886720328332 0.0159542817552 -0.0452853781863 86.8961793996
12527.2553928 13183.7319914 0.889058160951 0.860418838434 0.0203207694954 -0.0436598132249 80.1109211701
13183.737861 13846.8798371 0.863391216395 0.832264875989 0.0224663152893 -0.0473610496024 82.3795172753
13846.8802153 14515.543554 0.836931203874 0.810728181103 0.0122821188821 -0.0509326351403 72.3033945335
14515.5549066 15218.7099017 0.803674118957 0.776990917508 0.0141500001006 -0.0566978809109 85.1731973803
15218.7253803 15957.2361881 0.787872694152 0.749448819376 0.0109850320924 -0.0488981128955 84.281839204
15957.3097288 16732.2381499 0.761801439763 0.728933112575 0.00974354948909 -0.056588460143 88.5680586053
16732.2696346 17580.7070756 0.738298519764 0.711137657124 0.0148586812928 -0.0503515078159 87.9889220365
17580.7124598 18508.2490698 0.707305442851 0.671636155131 0.00926840018218 -0.0589133615918 77.0631247018
18508.2620506 19570.0275673 0.680365789217 0.647773064557 0.017414061641 -0.0624053329416 81.2949128837
19570.0443018 20818.09276 0.669561329857 0.637993301284 0.0145358583342 -0.0527990219107 77.1878915351
20818.1611656 22370.0132008 0.636691128834 0.603671755993 0.0168450526687 -0.0553594747808 76.4185264198
22370.0622629 24393.1314699 0.610083480938 0.567116398687 0.0145240392304 -0.0547560627975 80.9927770268
24393.1896107 27454.9617314 0.577132055302 0.536150747256 0.0177357015762 -0.05391310832 84.1008043075
27455.2382519 33055.9426681 0.53661067164 0.496524216195 0.02022615975 -0.0573232486662 75.6042743371
33056.2123346 47211.6046998 0.489833472065 0.435440604745 0.0191275032493 -0.0607772582036 81.1749295949
47212.3115473 10000000.0 0.376531020028 0.329155798448 0.0234394522404 -0.0537341943299 75.0635336952
