# %ECSV 0.9
# ---
# datatype:
# - {name: lowAmp, datatype: float64}
# - {name: highAmp, datatype: float64}
# - {name: semimajor, datatype: float64}
# - {name: semiminor, datatype: float64}
# - {name: meanx, datatype: float64}
# - {name: meany, datatype: float64}
# - {name: angle, datatype: float64}
# meta: !!omap
# - {comment: 'W1-W4; Number of bins: 10; Stars per bin: 87221'}
lowAmp highAmp semimajor semiminor meanx meany angle
1.7928826862e-06 9004.90345661 1.15611084573 1.14292925104 0.0234848979584 -0.0187182094607 93.3949977291
9004.93132181 10897.6960838 1.0205639261 0.995707009299 0.0252412468841 -0.0294226171045 97.1214949147
10897.7069537 12462.983943 0.943382703826 0.911056063867 0.0185211068953 -0.0329757501444 86.0074553765
12462.9883124 13981.8769172 0.874023548745 0.846120696474 0.0200922947533 -0.0436796803209 80.7790496439
13981.8793557 15582.6849825 0.813202451822 0.784903551209 0.0123709694833 -0.0560448385855 80.1017308982
15582.6889766 17402.4576755 0.759846006239 0.72404109269 0.0137565985132 -0.0517959645282 87.8938256806
17402.5291012 19684.4286338 0.695823502957 0.665661578011 0.0131066657608 -0.0589177398981 79.3784946605
19684.4368882 23093.1584372 0.645066589621 0.610440872703 0.0158641134309 -0.0546797083216 76.3739369455
23093.2831539 30916.8905419 0.574697595676 0.532728885586 0.0176027604755 -0.0554566285162 81.6709064722
30916.9864043 10000000.0 0.449539018467 0.401377747371 0.0204648761625 -0.0568858980434 79.1601355332
