# %ECSV 0.9
# ---
# datatype:
# - {name: lowAmp, datatype: float64}
# - {name: highAmp, datatype: float64}
# - {name: semimajor, datatype: float64}
# - {name: semiminor, datatype: float64}
# - {name: meanx, datatype: float64}
# - {name: meany, datatype: float64}
# - {name: angle, datatype: float64}
# meta: !!omap
# - {comment: 'W1-W4; Number of bins: 21; Stars per bin: 41534'}
lowAmp highAmp semimajor semiminor meanx meany angle
1.7928826862e-06 7573.27012194 1.21030287065 1.20147135082 0.0357928169972 -0.0181972226591 90.1785584878
7573.38784083 8896.22228056 1.10886428771 1.09042122938 0.0121213261528 -0.0200678763882 92.1518520716
8896.3089453 9887.46784938 1.04489933176 1.0283653824 0.0231012920162 -0.019587448145 103.70718923
9887.49527263 10740.1417892 1.00591465515 0.975438523798 0.025289179875 -0.0336665122877 96.4734303815
10740.1796577 11509.4039824 0.972312787521 0.938744643857 0.0225007756015 -0.0303939473944 89.4844202823
11509.4588848 12247.3133753 0.936196403926 0.904688913077 0.0190350073094 -0.0349900984205 81.9607951245
12247.3374142 12965.5771257 0.897852820216 0.86535319419 0.0194749764759 -0.0462024702411 87.4343922445
12965.5932481 13687.6735394 0.872189889557 0.842691526509 0.0182231866468 -0.0443004368152 80.8894099441
13687.6818472 14418.7600449 0.840160451302 0.814547920643 0.0157266732001 -0.0463627442082 74.1978283227
14418.7772475 15185.0093732 0.806543990322 0.780181561083 0.0149134581311 -0.061383198493 82.3382566677
15185.010319 15991.5867342 0.787118585953 0.750208232592 0.0112154813383 -0.0471392441051 84.1659210236
15991.6150458 16848.2073408 0.760687701533 0.725165193902 0.0117578148164 -0.0559837918804 90.1685756994
16848.2144147 17790.8873479 0.732051078891 0.706366124384 0.0101644067905 -0.0498190297681 83.235815875
17790.9015891 18849.4380014 0.698268852415 0.661865060774 0.0142382239357 -0.0629571387854 76.9642160564
18849.4549662 20075.8728066 0.676647357814 0.646292796546 0.0182168173766 -0.0565692921971 79.5803991943
20075.9290277 21585.7312339 0.655129312465 0.622209398912 0.0136936974036 -0.0543066197303 76.9975674335
21585.7445567 23533.9175491 0.62163507118 0.583728500252 0.0165452623631 -0.0558748621631 78.5712237206
23533.9219198 26420.7274889 0.584533619864 0.544935204005 0.0150288940845 -0.0525981881187 86.8720115012
26420.7492726 31637.8395611 0.552970782496 0.506375169782 0.0207193389964 -0.058654766662 73.9366131471
31637.9594161 44969.4556676 0.49671250968 0.446269152269 0.0184721417835 -0.0595598067939 85.4054416084
44969.5316129 10000000.0 0.385026154102 0.336197268558 0.0228309591227 -0.0543980840062 73.1741543905
