# %ECSV 0.9
# ---
# datatype:
# - {name: lowAmp, datatype: float64}
# - {name: highAmp, datatype: float64}
# - {name: semimajor, datatype: float64}
# - {name: semiminor, datatype: float64}
# - {name: meanx, datatype: float64}
# - {name: meany, datatype: float64}
# - {name: angle, datatype: float64}
# meta: !!omap
# - {comment: 'W1-W4; Number of bins: 25; Stars per bin: 34889'}
lowAmp highAmp semimajor semiminor meanx meany angle
1.7928826862e-06 7288.02410909 1.22213730487 1.21302313608 0.0366519646319 -0.0183770372888 83.9685296587
7288.04051416 8529.23755851 1.12572746633 1.11248227624 0.0136920675805 -0.0163288884886 74.3204472713
8529.24663155 9436.17919943 1.06696309133 1.04178797321 0.0180991738138 -0.0233821855461 115.370940819
9436.2319595 10206.5194204 1.0258939293 0.999670008373 0.027099212593 -0.029465592532 93.4521855648
10206.5382449 10897.7782341 1.00223053784 0.969255917778 0.0262421129685 -0.0328765917195 95.4700903018
10897.810494 11539.0269186 0.966475123972 0.934107496364 0.0199296232542 -0.0245957354161 88.2425894654
11539.0289272 12162.9710766 0.936180222107 0.907237582023 0.0180566625779 -0.0342336479348 80.9430832279
12162.980032 12764.793192 0.904676960692 0.872457750745 0.0216401996755 -0.0468449319032 92.9411568226
12764.8080699 13368.8414155 0.886101390218 0.850360027206 0.016357912443 -0.0468173020526 76.2813347736
13368.8451899 13981.9689949 0.850289860624 0.825921166591 0.020668103024 -0.0390702197875 78.6186416573
13982.0705818 14599.9883477 0.833910563756 0.804530622237 0.0116860340227 -0.0582836811381 75.8170242855
14599.9960294 15247.3625646 0.801774850006 0.776350347418 0.0149038291617 -0.0550890158844 85.6069275372
15247.3757887 15926.6937319 0.789267502479 0.750104315509 0.0121383809159 -0.0483786857525 84.6230199919
15926.6962874 16635.3909581 0.761705981089 0.729769581855 0.00832422620856 -0.0575745929459 89.3199622362
16635.3930213 17402.5678012 0.745316722981 0.710706989246 0.0181186479108 -0.0502951236241 86.2844200003
17402.5906409 18239.3357347 0.716739895973 0.688817424797 0.00533880670093 -0.0522587504022 79.5308195014
18239.3620433 19173.1288469 0.684648229869 0.644528126726 0.0173994394839 -0.0645914232644 78.2120795679
19173.1867663 20242.560368 0.674329437132 0.651438361035 0.0191916508485 -0.0574027425647 77.2335228442
20242.6177969 21520.6552671 0.652942914297 0.61795428371 0.0137424470079 -0.0526841668394 78.8554743068
21520.6573992 23093.3899319 0.622209942572 0.585735555868 0.0168180298082 -0.057062285305 75.1882411544
23093.4181292 25230.917166 0.601211342098 0.558206582156 0.0156881485606 -0.0545639301272 86.39938845
25230.9506914 28464.5429273 0.565588034803 0.523120445929 0.0161799579552 -0.0534284270093 80.5727955472
28464.6391783 34470.3265613 0.527568204084 0.483798023222 0.0219288044744 -0.0577529346127 77.1328711546
34470.6565089 49415.3321175 0.484592783363 0.433894232205 0.0192080943626 -0.060480074873 81.4458375165
49415.6536936 10000000.0 0.370552766379 0.322078331037 0.0221592085727 -0.0546088218816 74.7181259487
