# %ECSV 0.9
# ---
# datatype:
# - {name: lowAmp, datatype: float64}
# - {name: highAmp, datatype: float64}
# - {name: semimajor, datatype: float64}
# - {name: semiminor, datatype: float64}
# - {name: meanx, datatype: float64}
# - {name: meany, datatype: float64}
# - {name: angle, datatype: float64}
# meta: !!omap
# - {comment: 'W1-W4; Number of bins: 30; Stars per bin: 29074'}
lowAmp highAmp semimajor semiminor meanx meany angle
1.7928826862e-06 7007.84388598 1.23372048653 1.22568798502 0.033981147935 -0.0135714948633 81.8881927219
7007.89696183 8173.50997613 1.14001134056 1.1296955008 0.0208732015583 -0.0208793107567 76.3916524195
8173.53247269 9004.93132181 1.09218518496 1.06565962259 0.0157114026196 -0.0217332978426 104.262304322
9004.95439186 9703.84456739 1.0452676706 1.03261967956 0.0206133154631 -0.0227989161714 106.540099636
9703.86154984 10329.4839594 1.01354928428 0.982890143437 0.031237072488 -0.0324476975134 95.054110593
10329.5151566 10897.7390477 1.00289378581 0.969874689171 0.0237500890645 -0.0330961768528 95.151404838
10897.7782341 11433.3518169 0.96526747875 0.933729691088 0.0221776313119 -0.0240064868811 88.3443173253
11433.3776752 11957.8516396 0.947785772242 0.914081189301 0.0199928739228 -0.0248595148833 85.5357061155
11957.8815849 12463.0003225 0.916156883584 0.884659376248 0.0134927434675 -0.0498694169477 84.065144065
12463.0488565 12965.6006238 0.895902881904 0.864663681018 0.0229455801132 -0.0468888715938 85.6380624183
12965.6105786 13469.4140603 0.877208826846 0.850087085676 0.0157459731788 -0.0451145933754 81.563057164
13469.4181292 13981.911071 0.848834130672 0.822362149996 0.0215442115071 -0.0391739890386 73.9997738657
13981.9596774 14492.3087396 0.837832154522 0.809854760841 0.0127894886587 -0.0562329366888 76.3808278181
14492.3332244 15028.7697321 0.809993178501 0.778297761959 0.0125272969901 -0.0630258260824 80.0759287566
15028.7807449 15582.8430912 0.79136471325 0.765599939676 0.0117508786718 -0.0487865760189 84.4136558856
15582.8676483 16158.3294436 0.778943303815 0.737432535269 0.00855572717958 -0.0473386461283 90.765725023
16158.346772 16760.5001391 0.758410032099 0.723685014834 0.0152630563236 -0.0565940710717 87.9491203136
16760.5014742 17402.6162722 0.741864523657 0.710486329767 0.0173828501347 -0.0515043416995 83.7423197285
17402.6502734 18092.0857715 0.716321103614 0.690055584635 0.00292364218148 -0.0501606691864 81.5708311725
18092.1023215 18849.5136304 0.692158031315 0.655426755928 0.0190514867038 -0.0677413016515 75.5511070025
18849.5316296 19684.5257913 0.678621930212 0.650410410884 0.0173047652831 -0.0588222415203 82.1279703188
19684.5357493 20637.4173793 0.669815530278 0.634648873074 0.0150953979207 -0.0546854577476 78.2866059397
20637.4238543 21759.3269473 0.644394791544 0.611576848274 0.0136977231647 -0.0537212272152 72.2068007766
21759.3457246 23093.4723463 0.620305150354 0.583680463114 0.0188942229327 -0.0556778888415 78.2874146943
23093.4819251 24813.6398989 0.601408384506 0.559884369644 0.0126120384777 -0.0566770488783 86.8711630288
24813.7747996 27204.3261794 0.579960795099 0.537600687753 0.0187215596219 -0.0492884668259 83.1987206729
27204.4660071 30917.2694699 0.542467648994 0.497875225957 0.0213992851244 -0.0604838385891 74.3242303761
30917.4241035 37757.5905391 0.515203103849 0.464432565576 0.0183588012323 -0.0551650749099 79.6057994195
37758.5987316 54317.4682416 0.459337092348 0.41664454379 0.0232464068993 -0.0614940331974 80.3205867945
54320.84879 10000000.0 0.359848469293 0.306275695872 0.0198766761546 -0.0538951771599 77.6825035712
